satisfaction_level,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,hire_date,move_date,end_date,leader_host,country_home,culture_home,country_host,culture_host,function_host,business Size_host,economic Perspective_host,fired_quit,buzz_bust
0.59,0.97,5,179,0,0,medium,24-Mar-08,01-Feb-16,31-Jul-19,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.92,0.98,3,149,0,0,medium,12-May-08,02-May-11,31-Dec-15,well placed talent,singapore,hierarquical,united states,egalitarian,marketing,united states,positive,quit,bust
0.9,0.76,3,269,1,0,medium,28-Jul-08,01-Dec-14,01-Dec-15,consistent,australia,egalitarian,united states,egalitarian,marketing,united states,positive,quit,bust
0.69,0.74,5,227,0,0,medium,05-Jan-09,03-Sep-12,03-Sep-17,well placed talent,ireland,top-down,denmark,egalitarian,marketing,sbu,positive,quit,bust
0.82,0.93,3,247,0,0,medium,23-Feb-10,03-Aug-15,03-Aug-18,key talent,singapore,hierarquical,united states,egalitarian,medical,united states,positive,quit,bust
0.88,0.85,3,220,0,0,medium,01-Jan-13,01-Nov-18,28-Feb-19,key talent,france,hierarquical,united states,egalitarian,compliance,united states,positive,quit,bust
0.9,0.91,3,233,0,0,medium,16-Jan-12,00-Jan-00,31-Aug-15,consistent,mexico,hierarquical,united states,egalitarian,market access,united states,positive,quit,bust
1,0.79,5,171,0,0,medium,01-Jan-13,00-Jan-00,02-Nov-15,key talent,romania,consensual,denmark,egalitarian,commercial,sbu,positive,quit,bust
0.66,0.91,4,234,1,0,medium,07-Jul-14,29-Jun-15,31-Dec-15,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.9,0.92,3,176,0,0,medium,06-Jan-14,01-Jun-15,01-Jun-16,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.9,0.62,5,190,1,0,medium,06-Jan-14,29-Dec-14,23-Oct-15,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.58,0.86,4,168,0,0,medium,25-Nov-02,30-May-11,14-Aug-16,well placed talent,united states,egalitarian,denmark,egalitarian,operations,sbu,positive,fired,bust
0.8,0.93,3,205,0,0,high,09-Sep-91,01-May-15,01-May-17,consistent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
1,0.73,5,189,1,0,low,17-Sep-12,31-Mar-14,29-Aug-16,key talent,germany,consensual,united states,egalitarian,commercial,united states,positive,fired,bust
0.18,0.9,4,282,0,0,medium,26-Sep-05,00-Jan-00,27-Sep-15,consistent,equador,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.47,0.46,2,152,0,0,medium,11-Feb-08,31-Aug-15,31-Aug-17,consistent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,quit,bust
0.9,0.64,4,217,0,0,medium,30-Sep-08,00-Jan-00,01-Jun-15,consistent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,quit,bust
0.51,0.5,4,131,0,0,medium,02-Jul-09,28-Sep-09,01-Jan-17,consistent,peru,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.9,0.62,4,153,0,0,low,01-Oct-12,03-Mar-14,03-Mar-17,consistent,france,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.52,0.57,3,270,0,0,low,07-Jul-14,29-Jun-15,29-Dec-15,poor perfomer,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,quit,bust
0.9,0.96,3,220,0,0,low,28-May-13,02-May-16,28-Feb-18,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.93,0.64,4,253,0,0,low,28-Jul-14,28-Mar-16,28-Mar-17,well placed talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.9,0.67,4,209,0,0,low,13-Oct-14,29-Feb-16,02-Jun-17,consistent,singapore,hierarquical,united states,egalitarian,regulatory affairs,united states,positive,quit,bust
0.9,0.79,4,231,0,0,low,01-Jun-15,01-Aug-16,01-Aug-17,consistent,japan,hierarquical,denmark,egalitarian,market access,sbu,positive,quit,bust
1,0.73,4,240,0,0,low,04-Apr-16,30-May-16,15-Feb-18,well placed talent,singapore,hierarquical,united states,egalitarian,operations,united states,positive,quit,bust
0.64,0.9,5,266,0,0,low,17-Jul-95,00-Jan-00,29-Jun-15,well placed talent,great britain,top-down,united states,egalitarian,human resources,united states,positive,fired,bust
0.54,0.44,3,153,0,0,low,19-Feb-97,03-Jun-13,01-Jan-17,consistent,peru,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.79,0.59,4,187,0,0,low,15-Mar-04,23-Dec-13,01-May-16,well placed talent,brazil,top-down,denmark,egalitarian,marketing,sbu,positive,fired,bust
0.55,0.98,4,185,1,0,low,01-Jul-08,00-Jan-00,02-Mar-15,key talent,germany,consensual,united states,egalitarian,communication,united states,positive,fired,bust
0.18,0.81,4,147,0,0,low,02-May-11,22-Apr-13,29-May-16,well placed talent,colombia,top-down,united states,egalitarian,market access,united states,positive,fired,bust
0.56,0.81,4,188,1,0,low,01-Apr-15,00-Jan-00,02-Mar-15,well placed talent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.9,0.67,2,252,0,0,low,15-Oct-14,04-Jan-16,13-Apr-19,consistent,hong kong,consensual,denmark,egalitarian,bts,sbu,positive,fired,bust
0.9,0.75,4,163,0,0,low,09-Jan-09,26-Dec-11,31-May-15,consistent,netherlands,consensual,united states,egalitarian,commercial,united states,positive,quit,bust
0.77,0.85,4,189,0,0,low,05-Jul-06,03-Nov-14,05-Apr-19,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,quit,bust
0.49,0.52,3,156,0,0,low,03-Mar-08,00-Jan-00,02-Feb-15,well placed talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,quit,bust
0.98,0.58,3,183,0,0,low,16-Sep-13,30-Jun-14,13-May-18,key talent,ireland,top-down,denmark,egalitarian,operations,sbu,positive,quit,bust
0.5,0.55,6,209,1,0,low,16-Jun-14,02-May-16,06-Dec-18,key talent,australia,egalitarian,united states,egalitarian,medical,united states,positive,quit,bust
0.8,0.82,4,271,0,0,low,07-Jul-14,29-Dec-14,21-Jul-17,well placed talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.9,0.77,5,251,0,0,low,08-Nov-04,29-Apr-13,29-Apr-16,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.13,0.61,5,198,0,0,medium,27-Mar-00,01-Oct-12,28-Feb-16,consistent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,no,buzz
0.58,0.97,3,274,1,1,medium,25-Aug-03,02-Sep-13,29-Feb-16,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.9,0.63,4,209,0,1,medium,03-Feb-97,29-Dec-14,31-Dec-17,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.8,0.94,4,271,0,1,medium,07-Jan-13,01-May-17,31-Jul-18,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.6,4,143,0,1,medium,02-Mar-01,04-Aug-14,04-Aug-15,consistent,united states,egalitarian,denmark,egalitarian,legal,sbu,positive,no,buzz
0.9,0.6,5,236,1,1,medium,04-Sep-91,01-Jun-15,01-Jun-18,consistent,dominican republic,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.98,5,222,0,1,medium,04-Mar-02,29-Feb-16,28-Feb-19,consistent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.52,0.63,3,233,0,1,medium,24-Jun-02,03-Aug-15,03-Aug-17,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.95,0.84,3,270,1,1,medium,25-Sep-95,01-Sep-18,30-Nov-18,key talent,united states,egalitarian,denmark,egalitarian,regulatory affairs,sbu,positive,no,buzz
0.9,0.92,5,258,0,1,medium,12-Jul-04,00-Jan-00,28-Sep-15,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.16,0.82,6,202,1,1,medium,23-Sep-96,28-Sep-15,31-Jul-20,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.74,3,150,0,0,medium,01-Aug-02,04-Jul-11,01-Jan-17,consistent,netherlands,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.62,0.55,4,193,0,0,high,14-Oct-96,30-Jan-12,01-Apr-16,key talent,germany,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.24,0.42,5,210,0,0,low,27-Oct-99,28-Mar-16,30-Nov-17,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.51,3,208,0,0,medium,27-Aug-07,02-May-16,01-May-19,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.94,0.73,3,196,0,0,medium,27-Oct-14,01-Mar-17,28-Feb-18,key talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.79,5,187,0,0,medium,22-Mar-04,01-Sep-14,31-Aug-18,consistent,united states,egalitarian,denmark,egalitarian,medical,sbu,positive,no,buzz
0.49,0.67,3,140,0,0,medium,31-Mar-03,01-Oct-18,30-Sep-20,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.9,4,256,0,0,low,03-Jun-02,28-Sep-15,30-Sep-18,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.92,0.66,4,113,0,0,low,15-May-95,04-Aug-14,31-May-18,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.19,0.94,4,196,0,0,low,08-Aug-01,00-Jan-00,29-Dec-14,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.66,0.76,3,170,0,0,low,22-Sep-03,27-Jun-16,30-Jun-18,consistent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.16,0.94,4,261,0,0,low,12-May-97,03-Aug-15,31-Jul-20,consistent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.83,0.99,5,132,0,0,low,05-Feb-90,00-Jan-00,31-Aug-15,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.69,0.55,3,153,0,0,low,12-Jul-93,01-Jul-18,30-Jun-21,key talent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.82,0.53,3,147,1,0,low,16-Sep-91,26-Dec-11,28-Feb-17,well placed talent,belgium,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.88,0.72,5,244,0,0,low,21-Nov-94,02-Mar-15,31-Jul-19,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.5,0.55,4,108,0,0,low,01-Jul-07,21-Feb-11,30-Apr-19,key talent,germany,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.83,0.55,4,218,0,0,low,19-Jun-00,03-Mar-14,01-May-16,key talent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.94,0.55,5,133,0,0,low,21-Jun-99,28-Sep-15,28-Sep-18,key talent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.65,0.79,5,233,0,0,low,11-Apr-96,01-Dec-14,31-Aug-19,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.6,0.6,4,147,0,0,low,06-Sep-11,31-Aug-15,30-Aug-19,key talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.52,0.43,3,176,0,0,low,26-Sep-11,03-Mar-14,00-Jan-00,well placed talent,united states,egalitarian,denmark,egalitarian,communication,sbu,positive,no,buzz
0.66,0.89,4,169,0,0,low,16-Dec-91,30-Nov-15,30-Jun-18,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.87,0.87,4,144,0,0,low,05-Aug-02,03-Aug-15,03-Aug-18,well placed talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.2,0.99,5,151,1,0,low,15-May-95,01-Dec-14,31-Dec-18,consistent,argentina,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.63,0.91,4,252,1,0,medium,09-Mar-98,02-Mar-15,01-Mar-20,well placed talent,united states,egalitarian,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.69,0.7,4,180,0,0,medium,30-Dec-13,30-Dec-13,30-Dec-18,poor perfomer,thailand,hierarquical,united states,egalitarian,communication,united states,positive,no,buzz
0.48,0.61,3,251,0,0,medium,24-Jul-00,02-May-16,02-May-19,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.8,0.8,4,263,0,0,medium,15-Aug-05,02-Nov-15,02-Nov-18,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.89,0.74,5,260,0,0,medium,01-Sep-15,01-Oct-17,30-Sep-22,key talent,singapore,hierarquical,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.67,0.63,3,227,0,0,medium,09-Feb-98,29-Jun-09,31-Dec-18,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.37,0.86,6,260,0,0,medium,23-Jun-14,01-Aug-18,31-Jul-20,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.93,0.61,5,158,0,0,medium,01-May-88,03-Aug-15,03-Aug-18,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.69,0.52,3,186,0,0,medium,20-Jun-05,01-Sep-18,31-Aug-19,consistent,united states,egalitarian,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.16,0.61,4,171,0,0,medium,13-Jun-05,01-Nov-18,31-Oct-20,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.81,0.55,3,199,1,0,medium,15-Aug-05,00-Jan-00,01-Dec-14,key talent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.97,0.63,5,258,0,0,medium,17-Oct-05,01-Nov-17,31-Oct-19,key talent,united states,egalitarian,united states,egalitarian,compliance,united states,positive,no,buzz
0.9,0.59,4,273,0,0,high,30-Oct-01,01-Sep-14,01-Sep-17,consistent,ireland,top-down,denmark,egalitarian,market access,sbu,positive,no,buzz
0.75,0.78,2,259,0,0,low,08-Sep-04,01-Aug-18,31-Jul-20,key talent,ireland,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.82,3,265,0,0,medium,04-Feb-02,03-Oct-11,03-Aug-15,consistent,ireland,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.43,0.51,5,168,0,0,medium,13-Feb-95,28-Sep-15,31-Aug-20,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.99,4,163,0,0,medium,01-Dec-07,28-Sep-15,28-Sep-18,consistent,taiwan,hierarquical,denmark,egalitarian,finance,sbu,positive,no,buzz
0.59,0.65,5,265,0,0,medium,01-Oct-01,00-Jan-00,03-Nov-14,well placed talent,canada,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.71,4,190,0,0,low,26-Jun-95,00-Jan-00,01-Nov-14,consistent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.54,0.73,3,157,0,0,low,12-Dec-01,26-Aug-13,08-Jul-18,key talent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.32,0.86,4,266,0,0,low,13-Mar-06,00-Jan-00,29-Dec-14,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.17,0.55,6,240,0,0,low,06-Mar-06,01-Aug-17,23-Apr-20,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.55,3,143,0,0,low,01-Dec-94,04-Apr-11,01-Oct-16,consistent,guatemala,hierarquical,united states,egalitarian,human resources,united states,positive,no,buzz
0.8,0.68,3,121,0,0,low,01-Jul-11,29-Feb-16,01-Dec-18,consistent,colombia,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.65,0.76,2,170,0,0,low,01-Jun-04,30-Mar-15,31-Mar-18,consistent,belgium,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.79,0.7,4,161,0,0,low,01-Jan-02,01-Apr-13,00-Jan-00,poor perfomer,italy,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.61,0.86,3,239,0,0,low,01-Jun-99,02-Feb-15,31-Jan-16,consistent,germany,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.67,0.49,3,224,0,0,low,01-May-95,02-Aug-10,03-Jan-16,well placed talent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.63,0.57,3,242,0,0,low,01-Nov-96,01-Feb-16,31-Aug-20,consistent,germany,consensual,denmark,egalitarian,regulatory affairs,sbu,positive,no,buzz
0.51,0.58,4,140,1,0,low,03-Sep-01,29-Sep-14,30-Sep-17,consistent,italy,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.82,0.59,5,170,0,0,low,01-Oct-99,28-Sep-15,30-Sep-19,well placed talent,germany,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.79,0.67,5,156,0,0,low,01-Aug-05,31-Aug-15,31-Aug-19,well placed talent,germany,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.49,0.6,2,113,0,0,low,09-Sep-91,04-Apr-11,00-Jan-00,consistent,italy,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.7,0.59,3,138,0,0,low,05-Oct-09,30-Mar-15,31-Mar-18,well placed talent,colombia,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.5,0.55,3,137,0,0,low,01-Jun-95,02-Jul-12,30-Jun-18,key talent,croatia,egalitarian,united states,egalitarian,communication,united states,positive,no,buzz
0.83,0.52,5,217,0,0,low,05-Apr-04,03-Aug-15,03-Aug-19,well placed talent,israel,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.83,0.91,3,155,0,0,low,01-Mar-06,00-Jan-00,01-Jun-15,well placed talent,argentina,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.19,0.83,5,280,0,0,low,04-Nov-13,24-Mar-14,31-Jan-16,consistent,austria,egalitarian,united states,egalitarian,bts,united states,positive,no,buzz
0.9,0.81,5,248,1,0,low,16-Mar-99,29-Dec-14,31-Dec-17,consistent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.49,0.67,2,190,0,0,medium,21-Jan-99,04-Mar-13,00-Jan-00,well placed talent,portugal,top-down,united states,egalitarian,human resources,united states,positive,no,buzz
0.92,0.99,3,176,0,0,medium,01-Jan-97,27-Aug-07,03-Aug-15,well placed talent,germany,consensual,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.81,0.55,4,217,0,0,medium,01-Jan-12,30-Jun-14,30-Jun-19,key talent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.62,0.91,3,269,0,0,medium,17-Jan-05,30-Nov-09,27-Sep-15,key talent,venezuela,top-down,united states,egalitarian,medical,united states,positive,no,buzz
0.21,0.7,3,238,0,0,medium,30-Jun-08,00-Jan-00,29-Dec-14,well placed talent,colombia,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.74,5,243,0,0,medium,02-Jan-96,01-May-19,30-Apr-20,consistent,hungary,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.51,0.8,4,198,0,0,medium,03-Apr-06,01-Feb-16,31-Dec-19,consistent,taiwan,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.52,0.89,3,188,0,0,medium,16-May-05,04-Nov-13,04-Nov-18,well placed talent,spain,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.64,0.56,3,257,0,0,medium,14-Nov-94,01-Aug-16,31-Jul-17,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.62,0.79,4,268,0,0,medium,08-Jul-02,00-Jan-00,04-May-15,well placed talent,brazil,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.8,0.88,5,233,1,0,medium,22-Jan-02,01-Jan-18,30-Sep-19,consistent,spain,hierarquical,united states,egalitarian,legal,united states,positive,no,buzz
0.32,0.86,4,214,0,0,medium,01-Apr-05,01-Sep-14,31-Jul-18,consistent,italy,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.96,2,285,0,0,high,01-Dec-04,24-Jan-11,29-Dec-14,consistent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.65,0.91,4,224,1,0,low,20-Jun-05,03-Aug-15,03-Aug-18,well placed talent,spain,hierarquical,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.56,0.92,4,224,0,0,medium,23-Oct-95,01-Sep-14,15-Aug-19,key talent,italy,hierarquical,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.9,0.89,3,142,0,0,medium,01-Aug-05,29-Jul-13,31-Jul-16,consistent,norway,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.82,4,220,0,0,medium,01-Jan-03,01-Apr-19,31-Mar-22,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.66,0.58,4,244,0,0,medium,01-Oct-99,01-Oct-12,00-Jan-00,consistent,germany,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.67,0.68,4,171,0,0,low,01-Dec-05,01-Sep-17,31-Aug-20,key talent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.82,4,274,1,0,low,01-Jan-02,28-Apr-14,28-Apr-17,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.57,0.72,4,214,1,0,low,10-Jan-00,30-Dec-13,30-Oct-16,consistent,slovakia,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.86,0.87,5,171,0,0,low,26-Apr-04,03-Jun-13,02-Oct-16,key talent,ireland,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.52,0.59,5,150,0,0,low,20-Oct-08,28-Jan-13,26-Jun-16,consistent,russia,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.8,0.61,4,260,1,0,low,01-Dec-04,21-Apr-14,31-Jul-16,consistent,israel,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.63,5,259,0,0,low,01-Jan-11,02-Sep-13,02-Sep-16,consistent,bulgaria,top-down,united states,egalitarian,operations,united states,positive,no,buzz
0.95,0.63,3,153,0,0,low,02-Jul-03,02-Apr-12,26-Jun-16,well placed talent,belgium,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.9,0.61,3,263,0,0,low,27-May-02,29-Sep-14,29-Sep-19,consistent,ireland,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.52,2,149,1,0,low,08-Jun-98,28-Apr-14,29-Aug-16,consistent,italy,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.48,1,4,261,0,0,low,14-Jun-04,01-Sep-18,31-Aug-21,consistent,portugal,top-down,united states,egalitarian,human resources,united states,positive,no,buzz
0.3,0.58,2,189,1,0,low,15-Jul-02,29-Sep-14,30-Jun-18,well placed talent,ireland,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.72,0.85,5,237,0,0,low,05-Nov-01,02-Mar-15,02-Mar-16,key talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.61,0.52,3,224,0,0,low,22-Aug-05,30-Jul-12,04-Jan-16,well placed talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.31,0.87,6,240,1,0,low,15-Mar-04,01-Jan-19,31-Dec-20,well placed talent,australia,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.62,0.81,3,245,1,0,low,07-Jul-03,02-Mar-15,01-Jan-17,key talent,colombia,top-down,denmark,egalitarian,operations,sbu,positive,no,buzz
0.5,0.55,3,268,0,0,low,03-Mar-03,02-Mar-15,02-Mar-19,key talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.97,0.9,4,208,1,0,low,15-May-03,02-Mar-15,01-Aug-17,key talent,netherlands,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.61,0.83,4,153,0,0,low,30-Apr-07,22-Sep-14,22-Sep-16,well placed talent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.93,0.99,3,169,0,0,low,01-Oct-01,04-May-15,30-Sep-19,key talent,germany,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.89,0.39,5,218,0,0,low,01-Mar-06,01-Jan-17,31-Dec-19,well placed talent,germany,consensual,united states,egalitarian,communication,united states,positive,no,buzz
0.95,0.9,3,155,0,0,medium,01-Apr-06,03-Oct-16,03-Oct-19,well placed talent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.36,0.44,5,155,0,0,medium,02-May-06,26-Aug-13,28-Aug-16,well placed talent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.29,0.39,6,105,0,0,medium,15-Jul-02,29-Sep-14,31-Jul-18,consistent,great britain,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.65,0.83,4,251,0,0,medium,16-Oct-00,03-Aug-15,31-Jul-18,well placed talent,great britain,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.72,0.54,4,219,0,0,medium,14-Dec-09,29-Jul-13,31-May-18,poor perfomer,ireland,top-down,united states,egalitarian,communication,united states,positive,no,buzz
0.51,0.56,4,198,1,0,medium,30-May-05,01-Sep-17,31-Aug-20,well placed talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.54,0.53,4,158,0,0,medium,17-Jul-06,03-Aug-15,30-Apr-17,well placed talent,colombia,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.66,0.58,3,157,0,0,medium,14-Aug-06,01-Aug-11,04-Aug-14,key talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.59,0.54,4,178,0,0,medium,01-Oct-06,01-Feb-18,31-Jan-20,well placed talent,germany,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.45,0.48,3,145,0,0,medium,01-Jul-91,01-Jul-13,00-Jan-00,well placed talent,spain,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.15,0.91,5,230,0,0,medium,16-Oct-06,01-Sep-18,31-Aug-21,well placed talent,"korea, republic of",hierarquical,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.9,0.53,3,174,0,0,medium,25-Sep-06,01-Jul-17,30-Jun-20,consistent,turkey,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.49,0.59,5,140,0,0,high,01-Sep-06,26-May-08,01-Sep-14,well placed talent,lithuania,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.68,0.97,3,174,0,0,low,01-Apr-05,30-Jan-12,29-Aug-16,key talent,germany,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.7,0.76,4,173,0,0,medium,01-Jul-07,29-Aug-11,01-Oct-16,key talent,spain,hierarquical,denmark,egalitarian,compliance,sbu,positive,no,buzz
0.9,0.73,2,203,0,0,medium,14-Nov-06,29-Sep-14,29-Sep-16,consistent,colombia,top-down,united states,egalitarian,market access,united states,positive,no,buzz
0.94,0.95,5,170,0,0,medium,14-Nov-06,01-Dec-18,01-Jun-20,key talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.86,3,203,0,0,medium,29-Jan-07,01-Apr-13,29-May-16,consistent,france,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.59,0.53,5,169,0,0,low,12-Feb-07,02-Nov-15,31-Mar-19,consistent,great britain,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
